-6.030448058150397195e-01,-1.533295291684770412e+00
-8.019592126376871022e-01,-1.989144068226475603e+00
-8.824981223630787852e-01,-8.053890972539168303e-01
-8.640017207543864153e-01,1.849640160869210348e-01
-7.354146328512118913e-01,1.285870879031743463e+00
-5.576750072558365190e-01,1.777396255953759940e+00
-5.233678390779132883e-01,3.430716817792296425e-01
-5.632024235335224560e-01,-3.983458445560890127e-01
-5.891000846096066113e-01,-2.589766107608433288e-01
-6.737711425911845353e-01,-8.467105798157774643e-01
-8.154927892520476007e-01,-1.417216466608628878e+00
-8.468518249151983923e-01,-3.135903566315114688e-01
-8.333732173345609340e-01,1.347860758063816888e-01
-7.550736735242189468e-01,7.829954381034038846e-01
-6.539361683747983989e-01,1.011375051494211696e+00
-5.363001470275747806e-01,6.539361683747986653e+00
6.071795225143361563e-02,6.071795225143438168e-01
9.282700028736812214e-02,3.210904803593319645e-01
1.053873557597579946e-01,1.256035547239003902e-01
1.622733640513605025e-01,5.688600829160355143e-01
1.494188819842019456e-01,-1.285448206715902320e-01
1.789920200004662121e-01,2.957313801626368921e-01
3.247360489452475463e-01,1.457440289447815784e+00
5.167765683931975218e-01,1.920405194479502864e+00
6.656789967401728347e-01,1.489024283469760235e+00
7.567786378394139035e-01,9.109964109924089115e-01
8.480184744831227306e-01,9.123983664370882707e-01
7.365037189541769891e-01,-1.115147555289466297e+00
5.599363621472202013e-01,-1.765673568069563437e+00
4.153128041137783555e-01,-1.446235580334424675e+00
3.076277386339087982e-01,-1.076850654798692020e+00
2.024131899857755101e-01,-1.052145486481335546e+00
1.721459658938497839e-01,-3.026722409192581509e-01
1.074677426641352795e-01,-6.467822322971423787e-01
1.169343208775277532e-01,9.466578213392429220e-02
2.105287725442108737e-01,9.359445166668329819e-01
2.070546671841064779e-01,-3.474105360104484674e-02
3.474076577848013159e-01,1.403529906006945271e+00
4.743313051649682421e-01,1.269236473801670151e+00
5.536978048766849625e-01,7.936649971171734208e-01
7.218816436320816265e-01,1.681838387553963976e+00
7.217709732264756539e-01,-1.106704056059726327e-03
6.626562847706178871e-01,-5.911468845585785559e-01
5.572472756547448558e-01,-1.054090091158730758e+00
3.700445194242767410e-01,-1.872027562304681148e+00
2.599648200949740140e-01,-1.100796993293027271e+00
1.404413149035774744e-01,-1.195235051913964730e+00
-2.793303034632543813e-03,-1.432346179382100182e+00
-1.654599028513707992e-01,-1.626665998167381888e+00
-2.521324478660098567e-01,-8.667254501463901306e-01
-4.115493421249143413e-01,-1.594168942589045734e+00
-4.954686275386428473e-01,-8.391928541372841721e-01
-6.852233900311617276e-01,-1.897547624925187471e+00
-7.006127794379688467e-01,-1.538938940680747436e-01
-5.682976717054017968e-01,1.323151077325669611e+00
-4.173934742366744999e-01,1.509041974687272969e+00
