-1.331307802441306087e+00,-4.497152766465625007e+00,-2.986586987972259521e-01
-1.934352608256345807e+00,-6.030448058150395418e+00,-2.017594099044799805e+00
-2.736311820894032909e+00,-8.019592126376871022e+00,-7.934419512748718262e-01
-3.618809943257111694e+00,-8.824981223630787852e+00,-1.768248796463012695e+00
-4.482811664011498110e+00,-8.640017207543866817e+00,-6.689772605895996094e-01
-5.218226296862710001e+00,-7.354146328512123354e+00,1.477267384529113770e+00
-5.775901304118546520e+00,-5.576750072558363414e+00,-1.341220617294311523e+00
-6.299269143196459808e+00,-5.233678390779133771e+00,-1.299740552902221680e+00
-6.862471566729982264e+00,-5.632024235335222784e+00,1.817558288574218750e+00
-7.451571651339588875e+00,-5.891000846096066113e+00,1.719320535659790039e+00
-8.125342793930773411e+00,-6.737711425911843577e+00,2.560269460082054138e-02
-8.940835583182821011e+00,-8.154927892520472454e+00,1.199511766433715820e+00
-9.787687408098019404e+00,-8.468518249151983923e+00,-1.410376667976379395e+00
-1.062106062543258034e+01,-8.333732173345602234e+00,-2.126780748367309570e+00
-1.137613429895679928e+01,-7.550736735242198350e+00,-1.346541047096252441e+00
-1.203007046733159768e+01,-6.539361683747986653e+00,-1.487182140350341797e+00
-1.256637061435917246e+01,0.000000000000000000e+00,2.023931741714477539e+00
-1.250565266210773885e+01,6.071795225143438168e-01,7.729701399803161621e-01
-1.241282566182037073e+01,9.282700028736757814e-01,-3.367504477500915527e-01
-1.230743830606061273e+01,1.053873557597576172e+00,6.264960169792175293e-01
-1.214516494200925223e+01,1.622733640513611686e+00,-2.456560611724853516e+00
-1.199574606002505028e+01,1.494188819842021454e+00,-1.700075626373291016e+00
-1.181675404002458407e+01,1.789920200004658346e+00,1.469242691993713379e+00
-1.149201799107933653e+01,3.247360489452474130e+00,2.037414312362670898e+00
-1.097524142268613900e+01,5.167765683931976994e+00,1.612546294927597046e-02
-1.030956242594596617e+01,6.656789967401737229e+00,-7.656697630882263184e-01
-9.552783788106552265e+00,7.567786378394146141e+00,2.478723049163818359e+00
-8.704765313623429535e+00,8.480184744831234411e+00,-3.353857696056365967e-01
-7.968261594669252545e+00,7.365037189541768115e+00,-8.445424437522888184e-01
-7.408325232522032344e+00,5.599363621472204677e+00,-2.531520426273345947e-01
-6.993012428408253989e+00,4.153128041137780002e+00,-2.894576191902160645e-01
-6.685384689774345190e+00,3.076277386339087982e+00,-1.519173026084899902e+00
-6.482971499788569680e+00,2.024131899857752437e+00,3.632753156125545502e-03
-6.310825533894719896e+00,1.721459658938494286e+00,-2.000542640686035156e+00
-6.203357791230584617e+00,1.074677426641351907e+00,-7.241442054510116577e-02
